#{"t_start": 1743754411.2811239, "env_id": "sneaky_enemies"}
r,l,t
3.0,15,20.049635
2.0,3,20.054171
3.0,9,20.065782
3.0,9,20.077356
5.0,23,20.105515
3.0,15,20.12457
5.0,20,20.148751
8.0,19,20.171859
4.0,21,20.197088
3.0,15,20.215827
2.0,15,20.233928
1.0,4,20.239938
4.0,35,20.28424
3.0,19,20.307521
2.0,15,20.326633
11.0,51,20.392421
4.0,15,20.412533
5.0,16,20.43406
3.0,13,20.449632
3.0,15,20.469771
8.0,19,20.495352
8.0,14,20.511863
4.0,23,20.540457
3.0,23,20.569026
5.0,28,20.602746
4.0,25,20.633994
5.0,9,20.645051
3.0,12,20.660618
6.0,55,20.726534
3.0,7,20.735073
3.0,19,20.759082
2.0,13,20.776161
4.0,15,20.794811
4.0,32,20.834621
4.0,16,20.854677
4.0,7,20.86271
4.0,19,20.887349
2.0,3,20.891648
4.0,11,20.90577
5.0,19,20.928919
4.0,9,20.940011
2.0,7,20.94961
3.0,19,20.972659
4.0,20,20.99692
2.0,19,21.02
3.0,9,21.03157
7.0,26,21.06285
5.0,15,21.081999
3.0,7,21.090685
3.0,5,21.097258
2.0,8,22.252081
3.0,13,22.268725
9.0,22,22.298452
5.0,16,22.32254
3.0,12,22.341577
4.0,13,22.360593
3.0,6,22.371864
2.0,11,22.387895
5.0,20,22.421952
8.0,19,22.449501
2.0,15,22.470544
2.0,39,22.530152
4.0,15,22.555622
10.0,14,22.574662
3.0,8,22.585203
3.0,35,22.629911
3.0,47,22.688125
3.0,21,22.715333
3.0,17,22.736498
8.0,26,22.769055
3.0,11,22.782591
5.0,14,22.801226
3.0,6,22.808819
4.0,11,22.8239
5.0,22,22.850963
4.0,11,22.865019
5.0,23,22.894176
4.0,7,22.904212
4.0,14,22.921296
4.0,11,22.935111
2.0,6,22.943109
4.0,11,22.957252
2.0,15,22.976338
9.0,43,23.027632
4.0,16,23.048739
2.0,11,23.063277
5.0,13,23.079391
3.0,12,23.093962
3.0,11,23.108567
6.0,11,23.122114
3.0,7,23.131549
2.0,3,23.136061
3.0,10,23.14866
3.0,11,23.163168
3.0,15,23.181063
3.0,7,23.189664
2.0,7,23.199669
4.0,10,23.213151
4.0,31,23.252346
3.0,51,23.316784
2.0,11,23.330308
3.0,15,23.350342
5.0,21,23.377746
2.0,23,23.406908
8.0,18,23.429797
9.0,42,23.481237
4.0,15,23.500906
3.0,19,23.524548
10.0,34,23.567787
4.0,11,23.582339
4.0,19,23.605562
9.0,26,23.638134
7.0,15,23.657258
1.0,3,23.662261
3.0,14,23.67937
2.0,7,23.689942
3.0,14,23.708602
11.0,19,23.732664
5.0,11,23.746798
3.0,26,23.780354
3.0,9,23.79247
5.0,15,23.811585
4.0,30,23.849183
4.0,11,23.86491
3.0,15,23.884932
4.0,5,23.892476
3.0,33,23.932675
7.0,30,23.969834
3.0,11,23.984347
4.0,31,24.022637
12.0,47,24.080888
7.0,18,24.106582
4.0,9,24.119116
3.0,15,24.140912
5.0,19,24.165531
7.0,10,24.178074
3.0,16,24.198193
5.0,30,24.236621
3.0,23,24.266931
3.0,11,24.280471
3.0,6,24.289043
3.0,19,24.312677
3.0,21,24.339032
10.0,34,24.381792
2.0,3,24.386339
4.0,11,24.399381
7.0,19,24.424982
2.0,15,24.442554
1.0,7,24.4531
4.0,9,24.465708
2.0,7,24.476233
1.0,3,24.480643
2.0,12,24.49726
2.0,3,24.501263
3.0,7,24.510771
3.0,6,24.518343
9.0,30,24.556534
3.0,8,24.567081
4.0,7,24.57665
3.0,10,24.589199
11.0,31,24.627878
3.0,7,24.637418
2.0,11,24.651937
7.0,14,24.669823
5.0,23,24.698313
4.0,20,24.723962
4.0,27,24.757254
9.0,30,24.794112
3.0,25,24.825669
9.0,34,24.866779
3.0,7,24.876324
2.0,15,24.895334
7.0,15,26.187053
3.0,23,26.226212
2.0,11,26.244232
4.0,23,26.279767
11.0,38,26.337383
2.0,8,26.351897
4.0,12,26.369682
3.0,14,26.389706
9.0,18,26.412728
2.0,7,26.422247
2.0,7,26.431442
2.0,5,26.43896
3.0,8,26.449471
7.0,15,26.470236
8.0,15,26.492266
3.0,7,26.501332
2.0,7,26.5109
2.0,10,26.524717
3.0,15,26.544266
3.0,5,26.550806
3.0,11,26.564944
8.0,27,26.598604
4.0,15,26.618219
10.0,54,26.701045
4.0,17,26.724587
10.0,26,26.763958
3.0,20,26.792241
3.0,12,26.808294
9.0,35,26.852122
8.0,23,26.881694
3.0,23,26.911261
2.0,7,26.920767
2.0,11,26.93538
2.0,7,26.943887
7.0,10,26.956464
3.0,11,26.97101
3.0,10,26.984059
3.0,19,27.007174
3.0,15,27.026092
8.0,14,27.043897
4.0,9,27.055473
2.0,7,27.064011
3.0,14,27.081561
4.0,15,27.099675
8.0,14,27.118415
2.0,7,27.126931
3.0,15,27.146181
2.0,7,27.155744
4.0,20,27.180852
5.0,15,27.199946
10.0,23,27.228294
3.0,6,27.235841
3.0,11,27.250347
3.0,5,27.257756
3.0,27,27.290313
3.0,5,27.29789
2.0,7,27.307352
3.0,11,27.321862
3.0,19,27.345153
2.0,7,27.354725
3.0,12,27.36927
9.0,11,27.384293
4.0,19,27.407992
7.0,18,27.430608
4.0,15,27.449781
6.0,7,27.458323
4.0,12,27.474371
4.0,9,27.484923
3.0,21,27.511003
3.0,11,27.525059
3.0,11,27.538627
5.0,21,27.565209
1.0,3,27.569239
3.0,11,27.582809
4.0,7,27.591352
2.0,3,27.595927
2.0,13,27.612451
2.0,7,27.620995
8.0,27,27.653177
4.0,17,27.674267
3.0,12,27.689412
4.0,22,27.715909
3.0,7,27.725121
4.0,15,27.744195
8.0,15,27.761743
3.0,21,27.787483
2.0,19,27.809589
3.0,7,27.819076
3.0,13,27.834956
10.0,19,27.858074
3.0,15,27.877164
9.0,24,27.906785
4.0,27,27.940114
5.0,11,27.954134
7.0,23,27.982234
5.0,17,28.003311
5.0,15,28.02136
8.0,26,28.052615
3.0,18,28.07525
3.0,8,28.085788
2.0,3,28.089819
4.0,25,28.119954
3.0,10,28.133249
2.0,10,28.145435
7.0,18,28.167499
5.0,35,28.211144
2.0,15,28.229821
8.0,27,28.264373
4.0,5,28.269943
2.0,11,28.284017
3.0,11,28.298627
5.0,14,28.315714
3.0,18,28.337764
3.0,31,28.376873
4.0,7,28.385391
4.0,23,28.412553
3.0,11,28.427272
2.0,11,28.440525
4.0,15,28.459404
4.0,19,28.482487
3.0,7,28.491946
2.0,7,28.501359
9.0,43,28.554884
5.0,13,28.571144
3.0,13,28.587232
3.0,51,28.651494
3.0,15,28.67153
2.0,7,28.68007
5.0,11,28.694116
5.0,14,28.712267
3.0,9,28.725295
4.0,15,28.746329
10.0,36,28.789351
6.0,32,28.82832
6.0,33,30.046878
5.0,19,30.075204
3.0,7,30.085326
4.0,11,30.100145
4.0,9,30.112368
8.0,27,30.148014
7.0,18,30.174103
2.0,7,30.185116
4.0,13,30.20408
4.0,12,30.219255
7.0,14,30.237207
4.0,5,30.245367
4.0,31,30.284669
3.0,7,30.294178
3.0,19,30.318846
2.0,7,30.328384
3.0,17,30.349129
2.0,11,30.362506
3.0,12,30.37815
9.0,18,30.400786
2.0,11,30.41484
3.0,15,30.432965
3.0,7,30.442158
3.0,7,30.451357
4.0,16,30.47046
9.0,19,30.495564
4.0,19,30.521078
2.0,7,30.529651
9.0,34,30.572403
2.0,7,30.580977
12.0,24,30.610461
8.0,14,30.627547
7.0,14,30.645643
3.0,7,30.654155
5.0,27,30.687285
4.0,9,30.698257
3.0,6,30.70651
4.0,10,30.719063
5.0,17,30.739136
8.0,22,30.767388
4.0,9,30.778934
3.0,15,30.797129
10.0,20,30.82105
2.0,7,30.830224
8.0,14,30.848053
3.0,8,30.85826
3.0,11,30.8725
4.0,8,30.883047
3.0,13,30.898276
4.0,16,30.918186
3.0,17,30.939294
7.0,19,30.961379
3.0,7,30.97095
8.0,11,30.98468
3.0,8,30.994221
4.0,15,31.01333
3.0,7,31.022452
5.0,47,31.07761
7.0,30,31.113987
2.0,4,31.119024
4.0,26,31.15041
4.0,19,31.173244
4.0,27,31.205444
6.0,10,31.217983
5.0,22,31.245325
3.0,8,31.254354
4.0,21,31.28035
8.0,15,31.29937
3.0,11,31.312551
11.0,24,31.34123
10.0,36,31.386348
3.0,11,31.399288
3.0,4,31.405588
3.0,9,31.417106
8.0,14,31.434681
8.0,18,31.455766
4.0,14,31.472311
4.0,11,31.486393
7.0,14,31.504001
3.0,19,31.526795
9.0,15,31.544301
3.0,6,31.552377
2.0,7,31.561893
4.0,23,31.589837
5.0,11,31.603925
3.0,9,31.615009
2.0,7,31.624517
5.0,15,31.642064
11.0,31,31.67989
5.0,27,31.711609
7.0,18,31.734199
4.0,8,31.744236
4.0,27,31.776573
5.0,8,31.787052
10.0,24,31.815922
10.0,27,31.84823
5.0,15,31.866345
3.0,11,31.879884
4.0,26,31.911994
3.0,15,31.929915
9.0,15,31.948967
4.0,13,31.965019
3.0,7,31.97402
8.0,14,31.992074
3.0,12,32.006697
