#{"t_start": 1743793390.2158263, "env_id": "sneaky_enemies"}
r,l,t
2.0,15,24.008768
3.0,11,24.024287
7.0,13,24.042013
3.0,15,24.064827
3.0,39,24.114573
8.0,14,24.132605
5.0,28,24.179901
3.0,10,24.193417
7.0,18,24.219483
3.0,10,24.232988
3.0,6,24.241503
8.0,10,24.255019
2.0,7,24.264539
3.0,15,24.28262
7.0,14,24.298788
4.0,18,24.321449
3.0,11,24.33554
9.0,23,24.364151
7.0,14,24.381315
5.0,15,24.400416
10.0,71,24.486426
2.0,7,24.494996
10.0,22,24.52319
3.0,10,24.53479
4.0,19,24.557447
11.0,20,24.58245
7.0,14,24.600996
4.0,11,24.614549
3.0,23,24.643191
3.0,15,24.661273
4.0,13,24.677337
8.0,18,24.699482
5.0,17,24.722147
2.0,7,24.730716
10.0,20,24.75648
9.0,20,24.781126
2.0,19,24.804787
6.0,21,24.830471
5.0,20,24.855554
3.0,11,24.868692
5.0,11,24.883237
2.0,12,24.89934
2.0,7,24.908453
4.0,13,24.926531
8.0,19,24.949646
3.0,11,24.963123
8.0,14,24.98216
5.0,11,24.994697
7.0,14,25.013373
13.0,31,25.04959
4.0,11,25.065129
4.0,7,25.074694
8.0,26,25.112416
8.0,18,25.133556
3.0,13,25.150608
7.0,45,25.204678
3.0,7,25.214195
4.0,15,25.233135
7.0,18,25.255273
3.0,7,25.264852
3.0,12,25.28097
1.0,7,25.289549
4.0,8,25.299123
2.0,11,25.313244
3.0,11,25.326374
2.0,23,25.355471
4.0,8,25.365029
8.0,19,25.390676
4.0,34,25.432292
1.0,3,25.436836
6.0,31,25.473544
10.0,25,25.504799
5.0,11,25.519936
2.0,7,25.528465
4.0,8,25.539046
2.0,11,25.552609
3.0,7,25.564108
2.0,7,25.572624
3.0,13,25.588687
12.0,62,25.663067
8.0,22,25.689768
1.0,2,25.692775
3.0,11,25.706424
9.0,23,25.735554
11.0,46,25.789414
4.0,8,25.798966
4.0,7,25.810132
11.0,21,25.835271
4.0,7,25.844818
3.0,15,25.862908
2.0,11,25.877031
3.0,11,25.89161
7.0,27,25.923743
8.0,22,25.950294
2.0,7,25.958811
8.0,14,25.976845
3.0,23,26.004539
2.0,7,26.015093
3.0,13,26.033203
4.0,7,26.042764
11.0,20,26.069309
3.0,36,26.111974
3.0,9,26.123556
5.0,19,26.148133
3.0,23,26.177786
3.0,6,26.184757
2.0,7,26.195297
2.0,3,26.198866
9.0,30,26.235058
10.0,16,26.255105
9.0,34,26.297863
4.0,19,26.323545
2.0,11,26.337709
3.0,9,26.354226
8.0,19,26.378902
3.0,6,26.38745
11.0,36,26.431212
3.0,19,26.454246
7.0,22,27.816491
8.0,14,27.841025
7.0,10,27.855553
5.0,14,27.880101
1.0,3,27.887622
2.0,7,27.906173
3.0,15,27.939603
3.0,6,27.954123
11.0,50,28.040299
7.0,10,28.054816
8.0,24,28.08686
12.0,48,28.148572
2.0,7,28.159126
3.0,11,28.175637
2.0,7,28.185172
11.0,18,28.206357
10.0,20,28.232484
5.0,15,28.250482
10.0,22,28.280077
8.0,15,28.298106
3.0,19,28.324711
3.0,21,28.351329
3.0,7,28.359843
2.0,11,28.375405
3.0,8,28.387432
10.0,26,28.419471
4.0,10,28.435018
8.0,19,28.458668
2.0,7,28.468237
8.0,23,28.496891
4.0,13,28.513026
10.0,22,28.541685
4.0,9,28.55226
5.0,19,28.577691
8.0,18,28.601778
2.0,11,28.617364
3.0,10,28.629957
4.0,11,28.643485
9.0,14,28.661167
8.0,14,28.68026
4.0,6,28.687795
3.0,15,28.708337
3.0,22,28.736968
3.0,6,28.744979
3.0,5,28.751497
2.0,7,28.761014
3.0,9,28.772536
3.0,10,28.785053
8.0,10,28.798081
2.0,12,28.817645
9.0,15,28.836245
11.0,27,28.873336
3.0,21,28.899987
7.0,26,28.932042
3.0,10,28.947061
9.0,22,28.973178
11.0,39,29.029828
4.0,15,29.048435
3.0,11,29.06293
7.0,15,29.084884
5.0,14,29.111527
4.0,6,29.123661
7.0,10,29.138694
3.0,10,29.150204
3.0,23,29.178364
4.0,16,29.201391
7.0,14,29.219005
4.0,35,29.264775
8.0,22,29.293446
7.0,18,29.317536
3.0,11,29.333138
3.0,7,29.341715
3.0,11,29.356258
7.0,18,29.378278
8.0,19,29.403322
9.0,15,29.42186
4.0,7,29.430376
2.0,15,29.450418
11.0,36,29.494583
4.0,11,29.509091
9.0,38,29.555106
2.0,11,29.56925
2.0,11,29.583797
2.0,7,29.592368
9.0,30,29.630703
3.0,18,29.652173
3.0,11,29.666314
4.0,12,29.680532
2.0,11,29.696613
10.0,24,29.726784
1.0,7,29.736352
9.0,11,29.749962
4.0,7,29.758531
3.0,15,29.778591
4.0,9,29.789167
4.0,22,29.820195
3.0,7,29.828798
2.0,7,29.837339
3.0,11,29.853832
3.0,7,29.863377
2.0,7,29.871974
4.0,13,29.890045
8.0,31,29.927846
10.0,33,29.967956
2.0,7,29.978478
7.0,10,29.991986
3.0,10,30.00474
4.0,6,30.012252
2.0,7,30.022781
3.0,7,30.031334
4.0,10,30.043807
7.0,18,30.066554
3.0,7,30.075091
8.0,23,30.1028
5.0,13,30.122522
7.0,15,30.142552
11.0,24,30.171234
9.0,18,30.195337
4.0,11,30.208498
2.0,7,30.21807
9.0,30,30.254707
10.0,17,30.277311
3.0,7,30.286312
3.0,19,30.31058
2.0,23,30.338272
2.0,7,30.347687
7.0,10,30.361169
9.0,34,30.402238
3.0,11,30.414761
5.0,17,30.436305
10.0,43,30.491925
9.0,40,31.824691
9.0,40,31.886264
13.0,25,31.922318
5.0,13,31.942344
3.0,7,31.952635
3.0,10,31.965153
11.0,21,31.996194
8.0,14,32.020794
3.0,6,32.028307
4.0,7,32.037817
7.0,14,32.054329
7.0,14,32.073369
2.0,11,32.086383
3.0,11,32.099896
2.0,9,32.112039
3.0,4,32.116549
4.0,10,32.129162
11.0,19,32.153296
8.0,14,32.169424
4.0,11,32.182999
3.0,11,32.198097
3.0,13,32.213201
3.0,10,32.227268
8.0,14,32.244868
3.0,11,32.258903
8.0,22,32.287459
2.0,7,32.296458
8.0,11,32.311007
4.0,17,32.332043
3.0,7,32.340561
3.0,9,32.353087
2.0,9,32.364645
4.0,10,32.376782
13.0,34,32.417188
7.0,14,32.433793
8.0,10,32.446859
3.0,7,32.456401
9.0,15,32.474005
2.0,7,32.484501
3.0,5,32.491097
4.0,6,32.498673
8.0,18,32.522279
2.0,3,32.526841
2.0,7,32.534875
2.0,7,32.544417
7.0,10,32.558352
4.0,35,32.601548
9.0,11,32.615125
3.0,11,32.629281
9.0,22,32.657874
3.0,16,32.678017
5.0,18,32.701113
10.0,41,32.750554
11.0,37,32.794706
10.0,24,32.823931
3.0,11,32.837016
10.0,15,32.856574
1.0,7,32.865111
10.0,30,32.906293
3.0,9,32.920932
3.0,19,32.943551
4.0,10,32.954989
3.0,9,32.967087
4.0,8,32.977615
7.0,18,32.999756
7.0,14,33.017944
3.0,6,33.026487
4.0,11,33.04003
11.0,27,33.074604
2.0,7,33.084146
2.0,8,33.093718
10.0,93,33.210116
3.0,6,33.217628
4.0,9,33.230162
3.0,4,33.235164
3.0,4,33.240681
10.0,30,33.278761
10.0,23,33.307319
10.0,22,33.334869
4.0,8,33.344387
5.0,8,33.354905
3.0,11,33.371003
4.0,19,33.393808
10.0,38,33.44292
12.0,58,33.514145
3.0,11,33.530184
10.0,22,33.557743
1.0,3,33.56274
10.0,17,33.583395
3.0,6,33.590911
8.0,14,33.607948
9.0,18,33.630501
3.0,8,33.641018
2.0,14,33.659577
10.0,18,33.680594
4.0,11,33.695121
11.0,50,33.754987
3.0,11,33.769101
4.0,12,33.78367
3.0,15,33.801744
4.0,8,33.812815
4.0,6,33.820388
4.0,7,33.828959
8.0,18,33.853017
8.0,18,33.875109
10.0,44,33.928745
1.0,3,33.932745
9.0,24,33.96337
9.0,22,33.992026
9.0,21,34.019205
3.0,19,34.042223
7.0,10,34.054734
3.0,7,34.064284
2.0,7,34.072823
5.0,19,34.094907
10.0,21,34.120705
7.0,10,34.132275
10.0,20,34.157929
9.0,14,34.174468
2.0,7,34.183037
10.0,65,34.263821
2.0,11,34.279948
4.0,12,34.294496
4.0,11,34.308593
7.0,10,34.320709
8.0,19,34.343846
9.0,18,34.364836
11.0,82,35.653729
8.0,18,35.678257
11.0,37,35.731901
2.0,3,35.73841
3.0,11,35.751935
3.0,7,35.762442
10.0,19,35.79098
9.0,14,35.807999
2.0,7,35.818021
2.0,13,35.836552
10.0,21,35.8619
2.0,7,35.870413
8.0,14,35.887516
11.0,34,35.931304
2.0,11,35.946359
3.0,15,35.964941
7.0,14,35.982876
8.0,14,35.999998
10.0,34,36.040713
8.0,15,36.058865
2.0,7,36.06939
3.0,7,36.07894
4.0,23,36.10641
8.0,29,36.141484
5.0,16,36.161538
4.0,15,36.179655
4.0,8,36.190172
4.0,7,36.199721
10.0,13,36.21486
10.0,16,36.234946
3.0,11,36.249062
3.0,15,36.269098
3.0,4,36.274098
2.0,3,36.27862
10.0,32,36.320218
8.0,18,36.343336
3.0,7,36.35188
7.0,10,36.366944
3.0,6,36.37497
3.0,8,36.384541
3.0,4,36.390105
4.0,6,36.397587
3.0,9,36.409189
7.0,23,36.436414
2.0,7,36.446931
9.0,34,36.487619
4.0,10,36.500226
2.0,7,36.508773
7.0,18,36.533137
10.0,38,36.578908
2.0,7,36.588482
4.0,6,36.596482
3.0,5,36.603055
8.0,18,36.627527
7.0,10,36.640094
11.0,20,36.666692
9.0,18,36.688815
7.0,10,36.702356
2.0,7,36.711432
10.0,12,36.726553
10.0,30,36.763244
2.0,22,36.791889
10.0,40,36.840942
4.0,6,36.848529
3.0,8,36.859584
8.0,19,36.8827
9.0,26,36.91644
5.0,11,36.930049
8.0,10,36.94357
7.0,10,36.960286
4.0,16,36.980321
9.0,20,37.006356
3.0,15,37.0266
8.0,14,37.044636
5.0,16,37.06567
10.0,62,37.142434
3.0,4,37.14992
3.0,15,37.170088
8.0,22,37.198696
4.0,10,37.210268
4.0,27,37.243489
3.0,7,37.253067
