#{"t_start": 1743396140.4830596, "env_id": "sneaky_enemies"}
r,l,t
3.0,10,32.968941
9.0,18,32.990943
3.0,5,32.997977
11.0,48,33.058974
2.0,3,33.063972
4.0,7,33.072945
7.0,10,33.08794
10.0,86,33.188972
4.0,15,33.207945
4.0,7,33.216945
6.0,16,33.236945
8.0,22,33.264943
2.0,11,33.281945
1.0,7,33.290943
12.0,90,33.399943
9.0,16,33.425924
2.0,5,33.433923
13.0,53,33.506923
8.0,26,33.538923
4.0,10,33.550923
4.0,17,33.572919
3.0,7,33.581921
11.0,26,33.611921
9.0,22,33.638951
7.0,10,33.651919
10.0,129,33.808923
2.0,11,33.822923
3.0,6,33.830923
7.0,10,33.842923
4.0,12,33.857923
2.0,7,33.866923
1.0,6,33.87492
7.0,10,33.88692
2.0,3,33.89092
4.0,16,33.90992
2.0,7,33.919919
7.0,10,33.93192
8.0,10,33.94395
12.0,90,34.04895
3.0,6,34.05595
12.0,55,34.120923
7.0,14,34.13792
8.0,14,34.15492
9.0,17,34.17492
2.0,3,34.179919
2.0,7,34.188919
12.0,37,34.232953
7.0,10,34.24495
7.0,10,34.256945
3.0,7,34.26595
10.0,26,34.296945
4.0,9,34.307956
2.0,11,34.321921
3.0,15,34.34095
11.0,38,34.38592
8.0,10,34.39892
10.0,23,34.425923
7.0,21,34.451923
11.0,21,34.476923
7.0,18,34.498923
9.0,18,34.519923
3.0,8,34.529923
5.0,8,34.539923
2.0,3,34.544923
4.0,11,34.557923
9.0,11,34.571923
2.0,7,34.580923
7.0,19,34.603923
8.0,14,34.620923
2.0,3,34.624923
10.0,18,34.646923
10.0,21,34.672923
3.0,11,34.685923
3.0,12,34.700923
11.0,35,34.741923
3.0,4,34.747923
2.0,7,34.756923
8.0,10,34.769923
4.0,6,34.777923
7.0,18,34.802921
3.0,8,34.814953
8.0,20,34.841951
8.0,10,34.85595
11.0,50,34.936748
5.0,23,34.968716
10.0,19,34.996716
4.0,11,35.011716
2.0,7,35.022716
11.0,68,36.184083
2.0,7,36.193083
3.0,4,36.200113
8.0,10,36.214079
3.0,5,36.22208
3.0,11,36.238082
9.0,13,36.257082
10.0,76,36.355783
8.0,10,36.367813
10.0,16,36.387816
5.0,23,36.414814
8.0,10,36.426817
9.0,13,36.442808
5.0,12,36.45681
3.0,4,36.462815
2.0,7,36.470814
10.0,22,36.496813
13.0,25,36.526813
4.0,11,36.539809
7.0,10,36.551782
3.0,7,36.560814
7.0,10,36.572814
7.0,14,36.589813
3.0,15,36.607813
3.0,7,36.615814
12.0,29,36.649813
2.0,15,36.667814
4.0,8,36.678212
8.0,14,36.695242
11.0,140,36.855242
9.0,13,36.871242
2.0,7,36.879241
9.0,21,36.904213
9.0,11,36.917238
3.0,5,36.924242
3.0,7,36.933241
11.0,113,37.062242
12.0,42,37.111242
10.0,42,37.163244
2.0,3,37.167242
8.0,10,37.180243
8.0,14,37.19721
8.0,14,37.213246
4.0,8,37.225212
8.0,18,37.252244
7.0,10,37.264239
7.0,14,37.281237
3.0,10,37.293242
8.0,18,37.315242
4.0,8,37.325243
7.0,14,37.342242
13.0,52,37.403215
3.0,11,37.417215
9.0,15,37.435215
10.0,30,37.471215
3.0,6,37.478215
6.0,19,37.502215
11.0,35,37.544215
3.0,5,37.550215
3.0,8,37.560215
3.0,7,37.569215
3.0,8,37.579215
4.0,6,37.587215
3.0,12,37.601215
10.0,28,37.635215
3.0,5,37.641215
10.0,66,37.719033
5.0,19,37.742033
2.0,7,37.751033
8.0,14,37.768033
8.0,14,37.785033
3.0,8,37.795033
3.0,5,37.802033
12.0,43,37.856031
8.0,14,37.877031
3.0,10,37.89103
8.0,10,37.906032
7.0,10,37.920139
9.0,19,37.944169
9.0,15,37.962166
11.0,65,38.038164
7.0,21,38.064166
10.0,22,38.090137
7.0,10,38.102163
9.0,11,38.115167
3.0,7,38.124161
9.0,12,38.138166
9.0,11,38.152137
7.0,14,38.169166
3.0,9,38.18017
11.0,17,38.200172
11.0,28,38.233167
4.0,10,38.245166
10.0,19,38.268137
6.0,10,38.280169
3.0,10,38.29217
3.0,19,38.314166
8.0,14,38.331166
8.0,14,38.348172
10.0,23,38.375166
8.0,10,38.388161
3.0,15,38.406164
2.0,15,38.424166
7.0,10,38.43617
13.0,32,38.474166
7.0,14,38.491136
7.0,10,38.503134
3.0,16,38.522166
9.0,13,38.538137
9.0,18,38.560136
3.0,5,38.566136
7.0,10,38.579167
2.0,7,38.588162
7.0,10,38.600168
3.0,7,38.609166
4.0,9,38.621162
3.0,5,38.627166
3.0,19,39.695726
7.0,38,39.748727
11.0,99,39.880729
3.0,4,39.885728
4.0,23,39.913727
7.0,10,39.926751
10.0,15,39.944751
7.0,10,39.956751
8.0,10,39.968751
7.0,14,39.985753
4.0,5,39.992759
3.0,5,39.998758
7.0,18,40.019758
9.0,15,40.037758
3.0,4,40.04376
10.0,180,40.250726
7.0,11,40.263758
4.0,9,40.274752
10.0,21,40.298758
3.0,6,40.306762
2.0,3,40.31076
9.0,26,40.341759
5.0,9,40.352758
7.0,10,40.364758
10.0,70,40.446136
7.0,14,40.463107
3.0,7,40.471136
3.0,8,40.481136
2.0,3,40.486107
2.0,7,40.494136
3.0,4,40.500139
2.0,7,40.50813
4.0,8,40.518135
4.0,5,40.524138
2.0,11,40.538133
10.0,40,40.58314
2.0,7,40.59213
7.0,10,40.604133
10.0,13,40.620139
3.0,4,40.625136
9.0,11,40.638136
4.0,7,40.647125
2.0,3,40.651136
3.0,11,40.665136
8.0,18,40.686136
9.0,11,40.699136
7.0,14,40.716138
4.0,10,40.728138
8.0,14,40.745136
9.0,12,40.760133
3.0,15,40.778133
10.0,20,40.802136
8.0,14,40.818142
8.0,10,40.831136
3.0,15,40.849136
3.0,6,40.856138
7.0,10,40.869135
11.0,142,41.030136
9.0,12,41.046136
2.0,3,41.050134
3.0,6,41.057136
11.0,78,41.147136
13.0,69,41.227106
2.0,3,41.231106
9.0,22,41.258109
7.0,10,41.270109
3.0,11,41.284109
3.0,5,41.290109
9.0,11,41.304109
7.0,14,41.321109
11.0,132,41.474136
4.0,5,41.480142
4.0,15,41.498133
10.0,18,41.520136
2.0,7,41.528138
8.0,10,41.541135
8.0,14,41.557139
2.0,7,41.566136
7.0,10,41.578133
3.0,4,41.583139
2.0,7,41.592139
2.0,11,41.605135
3.0,5,41.611135
10.0,132,41.762946
5.0,9,41.774973
8.0,14,41.790973
8.0,15,41.808973
3.0,5,41.815974
11.0,20,41.838973
9.0,13,41.854973
7.0,10,41.866973
7.0,10,41.878968
2.0,11,41.892972
2.0,7,41.900973
3.0,6,41.90897
8.0,17,41.929973
4.0,15,41.946974
4.0,7,41.955977
9.0,14,41.97297
8.0,14,41.989973
4.0,7,41.998973
5.0,8,42.008968
2.0,11,42.021967
7.0,10,42.033943
3.0,5,42.040973
3.0,5,42.046973
9.0,15,42.064972
4.0,6,42.072944
4.0,7,42.081973
8.0,14,42.097972
10.0,248,43.50892
8.0,10,43.521919
12.0,41,43.571921
3.0,23,43.599923
8.0,10,43.612921
11.0,58,43.681952
8.0,18,43.70292
9.0,11,43.715947
10.0,48,43.77195
11.0,89,43.884948
3.0,5,43.890957
10.0,17,43.912924
4.0,11,43.928956
2.0,7,43.937952
10.0,15,43.955947
8.0,14,43.972921
2.0,7,43.982923
10.0,141,44.146923
3.0,5,44.152923
10.0,14,44.170923
9.0,10,44.182931
4.0,7,44.191923
9.0,11,44.20592
9.0,10,44.218919
3.0,11,44.23192
10.0,15,44.24992
7.0,10,44.261919
7.0,10,44.27395
10.0,84,44.37095
3.0,15,44.389946
3.0,9,44.39995
10.0,16,44.41992
9.0,14,44.437951
3.0,6,44.44595
7.0,10,44.45892
11.0,73,44.546309
11.0,70,44.627308
4.0,11,44.641313
11.0,21,44.666305
3.0,5,44.673281
9.0,18,44.694304
7.0,26,44.725312
5.0,19,44.747309
8.0,14,44.76528
4.0,16,44.785312
2.0,7,44.79328
11.0,37,44.837311
9.0,10,44.849283
4.0,8,44.859283
2.0,3,44.864282
3.0,6,44.871283
11.0,218,45.125313
7.0,10,45.13831
13.0,33,45.176313
8.0,14,45.192309
8.0,30,45.228307
8.0,18,45.24931
3.0,8,45.25831
10.0,11,45.27131
3.0,5,45.278309
11.0,89,45.380309
9.0,14,45.397312
8.0,10,45.409313
7.0,10,45.421309
7.0,14,45.438309
7.0,10,45.450311
10.0,64,45.524309
3.0,4,45.530085
3.0,6,45.537121
9.0,13,45.552121
11.0,18,45.574122
9.0,34,45.615093
8.0,14,45.632116
10.0,28,45.665122
10.0,16,45.684119
8.0,14,46.787882
11.0,120,46.942881
3.0,7,46.954879
8.0,10,46.970881
9.0,11,46.985881
10.0,15,47.004881
10.0,110,47.133881
11.0,57,47.201252
9.0,21,47.226284
2.0,7,47.235274
9.0,13,47.251274
7.0,10,47.263284
10.0,13,47.279274
11.0,48,47.335276
2.0,3,47.340279
11.0,70,47.422278
10.0,25,47.452279
3.0,5,47.458274
8.0,14,47.475274
9.0,14,47.493282
11.0,200,47.726285
4.0,6,47.733281
11.0,52,47.796274
9.0,11,47.809279
10.0,98,47.92228
2.0,7,47.931279
10.0,15,47.949282
8.0,14,47.966279
14.0,64,48.040279
5.0,11,48.053276
11.0,90,48.168249
7.0,10,48.181248
2.0,11,48.195251
9.0,13,48.211247
3.0,30,48.246279
7.0,10,48.259279
3.0,7,48.267279
8.0,10,48.280279
9.0,13,48.295287
3.0,11,48.308279
11.0,28,48.342279
13.0,37,48.385279
9.0,10,48.397274
10.0,22,48.423277
10.0,44,48.474248
2.0,7,48.483279
10.0,16,48.502279
7.0,10,48.514279
3.0,4,48.520249
11.0,305,48.869624
10.0,40,48.91562
7.0,13,48.931624
13.0,17,48.952619
11.0,142,49.114596
11.0,52,49.184595
11.0,19,49.208595
8.0,10,49.220594
3.0,8,49.230595
9.0,10,50.359589
4.0,12,50.375591
3.0,5,50.38259
10.0,129,50.574405
8.0,10,50.589406
10.0,50,50.651406
10.0,33,50.690406
7.0,14,50.707406
10.0,114,50.84043
11.0,212,51.084401
10.0,40,51.136433
11.0,35,51.178432
4.0,12,51.193403
8.0,19,51.216432
7.0,18,51.238435
11.0,248,51.52718
11.0,68,51.606183
9.0,13,51.62318
11.0,20,51.64718
10.0,16,51.66618
11.0,198,51.896179
4.0,6,51.90318
3.0,15,51.92121
11.0,19,51.94421
10.0,225,52.20218
9.0,11,52.21618
2.0,7,52.22521
4.0,8,52.23421
9.0,10,52.247206
12.0,45,52.30057
2.0,11,52.31357
3.0,5,52.32057
3.0,10,52.33257
8.0,10,52.34457
3.0,5,52.35157
11.0,99,52.467573
10.0,12,52.482573
9.0,10,52.495573
7.0,14,52.512573
10.0,18,52.534573
3.0,4,52.539573
9.0,14,52.557573
9.0,11,52.570573
2.0,15,52.589573
10.0,14,52.606573
3.0,6,52.613573
9.0,16,52.633573
11.0,90,52.739291
8.0,10,52.751291
