#{"t_start": 1743759168.5538583, "env_id": "sneaky_enemies"}
r,l,t
1.0,5,22.651072
7.0,14,22.668071
1.0,4,22.674067
10.0,21,22.698077
3.0,7,22.707078
11.0,157,22.889131
4.0,17,22.909745
3.0,7,22.917745
10.0,20,22.941746
1.0,5,22.948746
1.0,4,22.953743
2.0,5,22.959746
2.0,11,22.973717
2.0,6,22.980746
7.0,30,23.015213
4.0,21,23.040212
7.0,10,23.052212
2.0,11,23.065211
3.0,7,23.073209
7.0,18,23.094216
4.0,7,23.103216
2.0,6,23.110787
5.0,11,23.123788
1.0,3,23.127761
2.0,3,23.131758
4.0,7,23.141792
1.0,3,23.14576
2.0,10,23.157761
2.0,7,23.166759
1.0,3,23.170759
1.0,8,23.180757
1.0,4,23.186755
2.0,5,23.192756
2.0,7,23.201761
2.0,3,23.206764
2.0,5,23.213278
13.0,31,23.250308
2.0,4,23.256275
4.0,7,23.268276
4.0,7,23.278309
1.0,4,23.28428
3.0,15,23.302283
10.0,25,23.332793
1.0,3,23.336793
2.0,10,23.349795
1.0,4,23.355316
2.0,5,23.361343
3.0,4,23.367343
4.0,15,23.385338
4.0,12,23.399315
3.0,11,23.412826
1.0,8,23.422824
3.0,7,23.431824
2.0,6,23.439826
2.0,7,23.447824
3.0,9,23.458824
11.0,500,24.065867
7.0,23,24.092869
3.0,11,24.106897
2.0,3,24.110464
11.0,500,24.69106
10.0,182,26.082264
11.0,500,26.660604
1.0,3,26.664605
11.0,500,27.233167
10.0,164,27.41839
2.0,6,27.425392
8.0,18,27.446391
2.0,3,27.45039
2.0,7,27.45939
2.0,7,27.46836
4.0,7,27.47736
1.0,4,27.482361
11.0,500,28.055673
3.0,9,28.066674
10.0,15,28.084673
5.0,15,28.101708
7.0,10,28.114283
1.0,4,28.119283
2.0,19,28.142278
1.0,4,28.147284
1.0,7,28.156257
3.0,6,28.164253
3.0,11,28.177284
2.0,7,28.186283
5.0,11,28.199323
2.0,4,28.205321
4.0,7,28.213893
3.0,7,28.222892
2.0,7,28.231893
4.0,10,28.243863
8.0,46,29.445417
1.0,4,29.450416
1.0,7,29.460414
1.0,4,29.466414
1.0,4,29.471414
9.0,26,29.502417
2.0,7,29.510417
2.0,4,29.516923
3.0,5,29.523922
2.0,15,29.543925
5.0,7,29.553923
2.0,7,29.562923
4.0,19,29.590922
2.0,8,29.602927
7.0,18,29.626435
2.0,3,29.630437
1.0,5,29.637435
9.0,25,29.666434
1.0,4,29.672436
7.0,18,29.693465
11.0,186,29.907288
3.0,11,29.921788
11.0,500,30.517657
4.0,59,30.585683
10.0,405,31.065733
11.0,143,31.231945
2.0,11,31.245944
1.0,4,31.250946
11.0,500,31.824016
1.0,3,31.828017
1.0,4,31.834016
11.0,500,33.553966
11.0,120,33.691578
7.0,26,33.72319
1.0,4,33.728187
2.0,7,33.737189
3.0,8,33.74719
10.0,102,33.865287
10.0,17,33.885284
2.0,7,33.894291
3.0,5,33.901322
9.0,11,33.915325
9.0,11,33.928903
4.0,11,33.941898
3.0,11,33.954898
9.0,11,33.968866
8.0,10,33.981899
11.0,34,34.021477
10.0,28,34.05448
2.0,11,34.068485
10.0,37,34.111515
2.0,6,34.119099
2.0,7,34.128097
3.0,5,34.135099
1.0,4,34.140097
3.0,6,34.147094
4.0,7,34.156102
1.0,4,34.161097
4.0,7,34.170099
3.0,5,34.177096
4.0,7,34.185093
3.0,6,34.193097
4.0,11,34.206132
3.0,9,34.217702
8.0,14,34.233702
2.0,6,34.241699
11.0,500,34.818899
11.0,81,34.91582
11.0,214,35.16796
3.0,4,35.172991
7.0,14,35.189993
10.0,18,35.212
7.0,14,35.22852
3.0,7,35.237517
2.0,5,35.244517
11.0,136,36.576939
7.0,10,36.590939
4.0,10,36.605944
3.0,4,36.610944
2.0,3,36.614943
11.0,184,36.841494
5.0,19,36.865081
3.0,6,36.872081
3.0,11,36.886081
2.0,11,36.900081
11.0,500,37.481312
1.0,4,37.48632
2.0,10,37.499285
10.0,417,37.981239
3.0,6,37.988239
4.0,7,37.997239
12.0,226,38.255944
4.0,23,38.282973
2.0,11,38.295944
11.0,500,38.878245
1.0,3,38.882245
11.0,72,38.967532
7.0,10,40.198052
10.0,217,40.480332
3.0,7,40.489332
10.0,152,40.66743
3.0,4,40.67343
1.0,4,40.67843
9.0,11,40.69243
10.0,149,40.867506
2.0,6,40.875506
3.0,7,40.884509
4.0,11,40.897506
7.0,10,40.909545
2.0,7,40.917542
1.0,4,40.924111
1.0,7,40.933116
10.0,68,41.01115
1.0,5,41.017151
11.0,500,41.594218
3.0,5,41.601183
3.0,9,41.61219
3.0,4,41.618191
2.0,5,41.624705
1.0,4,41.629705
3.0,5,41.636705
7.0,18,41.657705
3.0,4,41.663704
11.0,500,42.247575
9.0,13,42.263575
3.0,9,42.274575
3.0,4,42.279575
10.0,386,43.929028
5.0,19,43.960027
9.0,14,43.980027
11.0,500,44.564939
10.0,22,44.592939
2.0,7,44.601965
9.0,11,44.616004
8.0,14,44.633581
7.0,14,44.650581
2.0,6,44.657553
11.0,500,45.255302
10.0,128,45.40382
9.0,11,45.416825
1.0,4,45.422338
9.0,13,45.438338
4.0,19,45.461292
3.0,6,45.469292
2.0,12,45.484292
10.0,333,45.873137
10.0,30,45.908149
3.0,5,45.915149
1.0,4,45.920149
2.0,7,45.929668
9.0,11,45.943667
1.0,4,45.948668
10.0,53,46.011677
