#{"t_start": 1743396032.1313481, "env_id": "sneaky_enemies"}
r,l,t
4.0,30,16.986506
2.0,7,16.995503
4.0,19,17.017501
3.0,10,17.030539
4.0,19,18.211978
3.0,11,18.225978
3.0,11,18.240978
5.0,23,18.276978
3.0,23,18.309979
3.0,15,18.331979
3.0,15,18.358979
3.0,23,18.398979
5.0,17,18.420979
8.0,31,18.46298
2.0,11,18.476978
2.0,11,18.490977
8.0,31,18.530007
7.0,30,18.56601
2.0,7,18.575009
7.0,30,18.611009
2.0,11,18.624012
2.0,7,18.633009
5.0,12,18.648009
3.0,6,18.65501
4.0,11,18.668978
6.0,41,18.717979
5.0,15,18.735978
3.0,16,18.756012
9.0,39,18.802006
3.0,7,18.810009
7.0,22,18.836011
6.0,27,18.868011
2.0,11,18.881015
4.0,14,18.898007
1.0,10,18.91001
5.0,16,18.929009
2.0,7,18.93801
3.0,24,18.966009
4.0,27,18.998009
8.0,14,19.01501
4.0,7,19.02301
11.0,21,19.048978
3.0,31,19.085012
4.0,7,19.09401
4.0,13,19.10948
10.0,26,19.139451
3.0,7,19.14848
3.0,15,19.166481
4.0,7,19.175481
3.0,7,19.184481
9.0,23,19.211477
5.0,23,19.238453
3.0,19,19.261454
3.0,14,19.278453
4.0,51,19.339473
10.0,44,19.39148
7.0,13,19.407475
7.0,14,19.424481
2.0,23,19.452476
2.0,11,19.46645
3.0,7,19.47548
3.0,11,19.488481
4.0,24,19.517483
4.0,8,19.527481
2.0,13,19.54348
2.0,11,19.55748
9.0,47,19.61248
4.0,15,19.63148
5.0,49,19.689479
4.0,9,19.700483
3.0,23,19.728481
2.0,28,19.761481
5.0,30,19.796481
6.0,35,19.837483
3.0,11,19.850481
3.0,6,19.85748
2.0,15,19.876476
2.0,7,19.88448
3.0,19,19.907481
5.0,7,19.916484
10.0,38,19.96048
4.0,14,19.976482
7.0,14,19.993484
4.0,35,20.034477
3.0,12,20.048482
3.0,11,20.06248
2.0,7,20.070481
3.0,35,20.111481
3.0,6,20.11848
4.0,31,20.156479
8.0,23,20.183481
3.0,11,20.19648
4.0,17,20.216486
3.0,15,20.234481
4.0,11,20.248486
3.0,19,20.27048
3.0,7,20.27948
3.0,35,20.320476
3.0,11,20.334481
9.0,22,20.359481
3.0,11,20.373485
3.0,8,20.38348
5.0,13,20.398475
8.0,18,20.420482
4.0,11,20.433481
4.0,8,20.443478
4.0,17,20.464481
4.0,22,20.490485
2.0,11,20.50348
5.0,18,20.524476
4.0,19,20.553448
5.0,28,20.587476
3.0,14,20.603872
10.0,21,20.629871
4.0,12,20.643871
3.0,23,20.672871
2.0,3,20.676872
3.0,19,20.699841
10.0,30,21.788844
9.0,18,21.810839
8.0,23,21.838844
4.0,12,21.855838
7.0,18,21.877841
4.0,8,21.887841
3.0,5,21.894838
2.0,3,21.898841
3.0,11,21.911839
12.0,68,21.992586
4.0,16,22.012586
3.0,6,22.019587
2.0,15,22.037616
5.0,21,22.063619
2.0,15,22.081612
5.0,12,22.096619
3.0,19,22.119588
4.0,11,22.13262
10.0,34,22.172617
4.0,11,22.186617
10.0,40,22.23262
2.0,7,22.241618
6.0,24,22.269616
2.0,14,22.285613
2.0,7,22.294615
8.0,22,22.321618
2.0,16,22.340615
3.0,11,22.353617
11.0,46,22.406617
2.0,11,22.420618
4.0,44,22.471616
3.0,11,22.485617
3.0,13,22.501617
2.0,11,22.515617
3.0,17,22.535618
9.0,18,22.556617
3.0,13,22.572617
2.0,7,22.581588
9.0,23,22.608617
10.0,27,22.640617
6.0,27,22.672619
3.0,14,22.689587
6.0,19,22.711618
7.0,14,22.72862
5.0,10,22.741613
9.0,34,22.781624
2.0,5,22.787617
9.0,13,22.802618
4.0,12,22.817618
3.0,31,22.853617
4.0,15,22.871614
3.0,10,22.884617
8.0,33,22.922618
3.0,13,22.938618
4.0,7,22.947624
8.0,15,22.965617
7.0,14,22.981617
4.0,15,22.999587
4.0,8,23.010617
3.0,9,23.021623
3.0,27,23.053617
4.0,15,23.07162
2.0,7,23.079587
10.0,18,23.101619
3.0,18,23.122617
4.0,8,23.132617
1.0,2,23.135619
3.0,8,23.145617
3.0,8,23.155618
4.0,7,23.164618
7.0,14,23.181612
