#{"t_start": 1743793296.7968469, "env_id": "sneaky_enemies"}
r,l,t
3.0,27,16.975658
8.0,19,16.999659
3.0,9,17.01366
2.0,3,17.017659
2.0,7,17.026659
3.0,14,17.047661
1.0,7,17.056657
2.0,7,17.066658
1.0,3,17.070659
7.0,14,17.087658
3.0,6,17.094659
3.0,12,17.10966
1.0,2,17.112661
3.0,11,17.126659
3.0,14,17.142691
3.0,7,17.151696
2.0,7,17.160693
2.0,31,17.196693
4.0,15,17.21469
3.0,15,17.231691
2.0,7,17.240691
4.0,8,17.250691
3.0,8,17.260693
4.0,19,17.282699
4.0,14,17.299688
1.0,3,17.303691
2.0,11,17.316684
2.0,7,17.325693
10.0,27,17.356693
3.0,7,17.36566
3.0,6,17.374676
2.0,4,17.379658
5.0,21,17.40469
2.0,7,17.41366
3.0,15,17.431685
11.0,17,17.451691
10.0,20,17.47569
4.0,15,17.49369
1.0,3,17.497691
2.0,9,17.50869
10.0,28,17.54069
6.0,16,17.559695
11.0,22,17.586686
4.0,29,17.62069
4.0,9,17.63069
2.0,19,17.653691
4.0,7,17.66269
4.0,11,17.675691
2.0,10,17.687691
9.0,22,17.713686
4.0,6,17.720693
3.0,9,17.73169
8.0,14,17.759416
9.0,26,17.794445
2.0,3,17.798445
5.0,43,17.847443
1.0,11,17.86145
5.0,24,17.889445
3.0,11,17.902443
3.0,23,17.929445
4.0,27,17.960445
5.0,19,17.983445
3.0,15,18.001441
2.0,7,18.010446
12.0,27,18.04144
2.0,7,18.050454
4.0,18,18.071414
5.0,17,18.091445
8.0,26,18.122416
8.0,17,18.142416
3.0,19,18.164445
3.0,7,18.173446
2.0,3,18.177445
4.0,12,18.192415
2.0,11,18.205445
4.0,23,18.232418
4.0,14,18.249445
7.0,14,18.265446
2.0,7,18.274445
4.0,11,18.287446
2.0,11,18.300447
3.0,19,18.323445
3.0,19,18.345451
4.0,10,18.357452
3.0,9,18.368447
4.0,9,18.380447
15.0,47,18.444803
8.0,22,18.475825
4.0,10,18.487829
2.0,7,18.49683
4.0,15,18.514835
5.0,24,18.542827
3.0,11,18.556832
2.0,11,18.569828
3.0,21,18.597832
2.0,3,18.602803
3.0,11,18.61583
3.0,19,18.638837
4.0,9,18.649836
2.0,7,18.658832
3.0,11,18.672802
4.0,20,18.696801
7.0,18,18.718802
3.0,19,18.741802
4.0,39,18.787802
1.0,11,18.801802
7.0,11,18.815801
2.0,3,18.819802
4.0,7,18.828802
2.0,11,18.841802
9.0,38,18.887802
3.0,6,18.895802
3.0,19,18.918801
6.0,15,18.936805
3.0,5,18.943805
3.0,9,18.954805
3.0,9,18.965805
11.0,55,19.031805
3.0,7,19.040805
7.0,15,19.058805
2.0,11,19.072805
11.0,25,19.101805
10.0,18,19.124641
5.0,20,19.149642
2.0,19,19.172613
9.0,14,19.189642
8.0,18,19.211642
2.0,7,19.220636
5.0,39,19.266641
4.0,8,19.276641
4.0,11,19.290643
4.0,7,19.299641
4.0,7,19.308641
4.0,39,19.355641
4.0,8,19.365636
4.0,18,19.387611
3.0,7,20.462689
3.0,5,20.470688
2.0,6,20.480385
8.0,15,20.501382
3.0,11,20.518384
3.0,15,20.539383
3.0,19,20.563387
